ID,Name,Category
1DOfTvBnnvLsJTY3oogUvFo95qI38f9Gb	INGUB-6-TAHUN-2025-PENGHENTIAN-SEMENTARA-PEMBERIAN-IZIN-TOKO-MODERN-BERJEJARING.pdf	Other
1ToeE1s5vpywfa45MdswBhBGuL89RK-li	Jaminan Produk Halal.pdf	Other
1e17WMBgpfAdMZQrytnE5MfZci-kr2lPE	Kabupaten Aceh Besar di Aceh.pdf	Other
1BUyxqbqCvtiZyKonPLnVByMUGENmw64i	Kabupaten Aceh Tengah di Aceh.pdf	Other
1iQi3GNYG21iQYFUcrbMSTSYegblDoGhW	Kabupaten Bolaang Mongondow di Provinsi Sulawesi Utara.pdf	Other
1Di3iiEiLkCsX-QxirTw7d3jZXr7WSBgN	Kabupaten Kepulauan Sangihe di Provinsi Sulawesi Utara.pdf	Other
1ke9gp-H6bzazfMQ1L_9eRuhGFpAvzfs6	Kabupaten Konawe di Provinsi Sulawesi Tenggara.pdf	Other
1W8dodwqBUdhEEl_vpzIQ8t-2ofrwZcoX	Kabupaten Minahasa di Provinsi Sulawesi Utara.pdf	Other
1w3l8wjPDJS2b1WQ_RX9qU9a44zH-QPJH	Kabupaten Muna di Provinsi Sulawesi Tenggara.pdf	Other
1gpuC1sKAFTZoHmpu3gmjiVWUUkkMyYLX	Kabupaten Pidie di Aceh.pdf	Other
11M-z36xqqqVf4GsNYOTZv_KT91V6XmN5	Kearsipan.pdf	Other
1n07tj48BXwfdetG6KKNJ1z38_d99VE9I	Kebidanan.pdf	Other
1CpH62A5O8DJpASNisE882DPhdMrnGR3k	Kebijakan Keuangan Negara dan Stabilitas Sistem Keuangan untuk Penanganan Pandemi Corona Virus Disease 2019 (COVID-19) danatau dalam Rangka Menghadapi Ancaman yang Membahayakan Perekonomian Nasional.pdf	Other
1eVdGpLSbPhe5GK2sDCSQBi_2ZO_HOBW5	Kebijakan Keuangan Negara dan Stabilitas Sistem Keuangan untuk Penanganan Pandemi Corona Virus Disease 2019 (COVID-19) danatau dalam Rangka Menghadapi Ancaman yang Membahayakan Perekonomian Nasional.pdf	Other
1GejIHdhGhW6XeIdiLuepkqH5k2kLGJn_	Keimigrasian.pdf	Other
16MpFT7wjkaOXZDr8w5zcZ2-_1EwVqcMJ	Keistimewaan Daerah Istimewa Yogyakarta.pdf	Other
1oYEj2uEJkzsDECcG7soChpG-j5mJ_fyr	Kekarantinaan Kesehatan.pdf	Other
1OcrWlEBoT4btpUm3hKcu1K6qcP1n1SZC	Kekuasaan Kehakiman.pdf	Other
1yP_MiWkzLkbK9JRQLDmgoFyd2waK1hj2	Kelautan.pdf	Other
1fLHgp-tubl1rHgkBJGETnKb-r3Do_0K6	Kementerian Negara.pdf	Other
1PvtnlWSMyLAvpRSSx3aipz9pNv3ct96T	Kemnaker_2023UU06_Klaster_Ketenagakerjaan.pdf	Other
1xNl2Qoq1rLZ-Y0T0utREyKtZpux9xU8H	Keolahragaan.pdf	Other
17dhck0sGIC8nn80R2a-VCKDHYnpPvyBP	Keolahragaan.pdf	Other
1w5qQ-IwG9rIuC_N3a7I_XORFtRs9fSrU	Keperawatan.pdf	Other
1KuJu3yJZCU8AjTu3GY61Apuvy4rhu2HO	Kepolisian Negara Republik Indonesia.pdf	Other
16_ufaBjjFSmS_Q0I2L2BUun3lHGhCgHY	Kesehatan Jiwa.pdf	Other
1fDVphpqR5HBtqIvBjbYltQxsQROQGs2m	Kesehatan.pdf	Other
1u0S_nP_LK7WmUvDZ-jcWnnutSjEh3LQ_	Kesejahteraan Ibu dan Anak pada Fase Seribu Hari Pertama Kehidupan.pdf	Other
1aqVSbhVP0vgul51Y914227oB0pPGnjym	Ketenagakerjaan.pdf	Other
19pyC0-Om0HyFvpJJLzWg_lh7brPU5JSU	Ketentuan Pokok Kearsipan.pdf	Other
1bCDR4zusBxbhYxHXGGgXZHIYijDm9LR1	Ketentuan Umum dan Tata Cara Perpajakan.pdf	Other
1Rmk8HtsBZPFnU-2QR1XOXP_TAlTqUcEK	Ketentuan-Ketentuan Pokok Pertahanan Keamanan Negara Republik Indonesia.pdf	Other
1WGwMHqgFuzqwQnrxg1XTyUIpKrP8fCZd	Kitab Undang-Undang Hukum Pidana.pdf	Other
1Ejv-nY1HuOPnjuHdSOQi6MIqCEidmZRQ	Kitas giga 2.pdf	Other
1aJQ_buDLJ3Lek5ydZxg4Yc6KGgLNWeZV	Kota Banda Aceh di Aceh.pdf	Other
15JuX9DKi8GaBO-9wFG6RIlzcPmc6wRoJ	Kota Manado di Provinsi Sulawesi Utara.pdf	Other
1jGPY4UjGuRdQak1wVXVRJG45Rmt2XINb	KUHP_2025_New.pdf	Other
1T439G5FoISq1dUp9yiuSbxcXqsLAX2Aj	KUHP_2025_New_Penal_Code.pdf	Other
1Je7eAK3ya_P5yY9L_JtnwRzkTDrucnzgZ4PvvWlb2us	list peraturan	Other
1wkGcq-TD0p4G4b6CJWcQRwvL6VX03att	Minyak dan Gas Bumi.pdf	Other
1pr4Q7uN5scOkxPRJ3CZRgxRW91IW0fGP	No 8 Tahun 2021.pdf	Other
16hgTd2wHlFKIpURFWnpUxXL8RU3_TBkI	Otonomi Khusus Bagi Provinsi Papua.pdf	Other
1N5QAb513QayIT2yQHc5-6KdoZ4i9AzuC	Pajak Penghasilan.pdf	Other
1XNJAlyuTde5n-pOB6D5N9VH7xFUFCtML	Pajak Pertambahan Nilai Barang dan Jasa dan Pajak Penjualan atas Barang Mewah.pdf	Other
1UApZvtOnpeRDrcmBP7k7wG3yCr2WyCjb	Panas Bumi.pdf	Other
1pPLRNGQ3XIuREiBNGNJ8Ihi6vJDub94R	Pangan.pdf	Other
1DDqpMPOrYt2BwvfQzZVn06aG4EbqvnWt	Pelayaran.pdf	Other
1C_j8FJOJ-rqQsGpjfO0BTkmJm1TMsLVD	Pelindungan Pekerja Migran Indonesia.pdf	Other
1Scrqz0V-FRYCfO9fyc_Y0PyRWuuw-ux_	Pelindungan Pekerja Migran Indonesia.pdf	Other
1pZkwIrfkGV6w5iZu8QyYTL0lM9xwlCbs	Pembentukan Daerah Otonom Kabupaten-Kabupaten Dalam Lingkungan Daerah Propinsi Sumatera Utara.pdf	Other
1145cONDdDhfUs56BC6Cs0vEVx_3uZSIV	Pembentukan Daerah Otonom Kota-Kota Besar Dalam Lingkungan Daerah Propinsi Sumatera Utara.pdf	Other
10JotZfE06FHmXhgUj_6d7y-UcglSW6mU	Pembentukan Daerah Tingkat II Di Sulawesi.pdf	Other
1OttmsZR-68OyOs4lrDn6z784Nr9zlqz-	Pembentukan Kabupaten Aceh Barat Daya Kabupaten Gayo Lues Kabupaten Aceh Jaya Kabupaten Nagan Raya dan Kabupaten Aceh Tamiang Di Provinsi Nanggroe Aceh Darussalam.pdf	Other
1ZbLRy1SQ7hJDKRfNxyzsrOnnWE-A20SU	Pembentukan Kabupaten Bombana Kabupaten Wakatobi dan Kabupaten Kolaka Utara di Provinsi Sulawesi Tenggara.pdf	Other
1WFWJN_8wJfa3CaKu7Zs2egbXDBBEEPYX	Pembentukan Kabupaten Katingan Kabupaten Seruyan Kabupaten Sukamara Kabupaten Lamandau Kabupaten Gunung Mas Kabupaten Pulang Pisau Kabupaten Murung Raya Dan Kabupaten Barito Timur Di Provinsi.pdf	Other
10Fh_Vfly4jVZ24k64hWq_-2CFHw4LEH-	Pembentukan Kabupaten Kubu Raya Di Provinsi Kalimantan Barat.pdf	Other
1ISaXUgPi_rUBN-I0DEf_fjwmLBesAZGB	Pembentukan Kabupaten Lingga di Provinsi Kepulauan Riau.pdf	Other
